basin,original_n,original_nse,original_kge,original_correlation,original_variability_ratio,original_bias_ratio,original_rmse_mm_day,original_test_days,original_cell_count,original_negative_storage_cell_fraction,original_test_day_any_negative_storage_fraction,original_negative_storage_mass_sum_mm,original_maximum_negative_storage_mm,original_proposed_et_overshoot_cell_fraction,original_test_day_any_proposed_et_overshoot_fraction,original_proposed_et_overshoot_mass_sum_mm,original_maximum_proposed_et_overshoot_mm_day,dormant_et_ceiling_n,dormant_et_ceiling_nse,dormant_et_ceiling_kge,dormant_et_ceiling_correlation,dormant_et_ceiling_variability_ratio,dormant_et_ceiling_bias_ratio,dormant_et_ceiling_rmse_mm_day,dormant_et_ceiling_test_days,dormant_et_ceiling_cell_count,dormant_et_ceiling_negative_storage_cell_fraction,dormant_et_ceiling_test_day_any_negative_storage_fraction,dormant_et_ceiling_negative_storage_mass_sum_mm,dormant_et_ceiling_maximum_negative_storage_mm,dormant_et_ceiling_proposed_et_overshoot_cell_fraction,dormant_et_ceiling_test_day_any_proposed_et_overshoot_fraction,dormant_et_ceiling_proposed_et_overshoot_mass_sum_mm,dormant_et_ceiling_maximum_proposed_et_overshoot_mm_day,ordered_flux_projection_n,ordered_flux_projection_nse,ordered_flux_projection_kge,ordered_flux_projection_correlation,ordered_flux_projection_variability_ratio,ordered_flux_projection_bias_ratio,ordered_flux_projection_rmse_mm_day,ordered_flux_projection_test_days,ordered_flux_projection_cell_count,ordered_flux_projection_negative_storage_cell_fraction,ordered_flux_projection_test_day_any_negative_storage_fraction,ordered_flux_projection_negative_storage_mass_sum_mm,ordered_flux_projection_maximum_negative_storage_mm,ordered_flux_projection_proposed_et_overshoot_cell_fraction,ordered_flux_projection_test_day_any_proposed_et_overshoot_fraction,ordered_flux_projection_proposed_et_overshoot_mass_sum_mm,ordered_flux_projection_maximum_proposed_et_overshoot_mm_day,et_repair_fraction_of_original_negative_mass_removed,ordered_projection_nse_loss,ordered_projection_kge_loss,original_vs_ordered_mean_abs_runoff_change_mm_day,et_repair_vs_ordered_projection_max_abs_runoff_difference_mm_day
12035000,3652,0.9224805235862732,0.8358026025287962,0.9672492093325338,0.8917626738548279,0.8809502124786377,2.412440061569214,3652,233728,0.11486000821467689,0.8244797371303395,6833.53076171875,26.05399513244629,0.11486000821467689,0.8244797371303395,6833.53076171875,26.05399513244629,3652,0.9221464395523071,0.9134491696015417,0.961067535727589,0.9277934432029724,0.9724043011665344,2.417632579803467,3652,233728,0.039652929901423876,0.7719058050383352,46.56809997558594,0.1669827699661255,0.04859494797371303,0.8031215772179627,2182.22705078125,23.90563201904297,3652,0.9220426082611084,0.9138940733960615,0.9609918020021702,0.9284883737564087,0.9720951914787292,2.4192440509796143,3652,233728,0.0,0.0,0.0,0.0,0.008950575027382257,0.36254107338444685,2128.71142578125,23.905609130859375,0.9931853529896347,0.0004379153251647949,-0.07809147086726531,0.5800215005874634,0.17221832275390625
09404450,3652,0.02534019947052002,0.47980644912573245,0.7236440612845025,1.4229729175567627,1.1237846612930298,0.21995887160301208,3652,233728,0.0016771631982475355,0.09227820372398686,191.21466064453125,5.061102867126465,0.0016771631982475355,0.09227820372398686,191.21466064453125,5.061102867126465,3652,-0.3653303384780884,0.25236843759477023,0.7233139176190884,1.6439629793167114,1.260210394859314,0.2603357434272766,3652,233728,4.278477546549836e-06,0.0002738225629791895,0.006176359951496124,0.006176359951496124,0.0013519989047097482,0.07338444687842278,150.34771728515625,4.490920066833496,3652,-0.36501479148864746,0.2524772850541154,0.7233483887910132,1.6438542604446411,1.2602033615112305,0.2603056728839874,3652,233728,0.0,0.0,0.0,0.0,0.0013477204271631982,0.07338444687842278,150.3415069580078,4.490920066833496,0.9999676993388965,0.3903549909591675,0.22732916407161707,0.02362782508134842,0.006176471710205078
02300700,3652,0.5817639231681824,0.6565230209780253,0.7796527460623689,0.9196023344993591,1.2509177923202515,2.8087215423583984,3652,233728,0.4859109734392114,1.0,51908.8046875,78.51826477050781,0.4859109734392114,1.0,51908.8046875,78.51826477050781,3652,0.027751505374908447,-0.45997113911272125,0.7346684298295266,1.289252519607544,2.406217575073242,4.282393455505371,3652,233728,0.2288472070098576,1.0,1557.4993896484375,18.291828155517578,0.23960757803943045,1.0,7584.31494140625,33.373046875,3652,0.18652409315109253,-0.3940998709796688,0.7359187675973944,1.1401174068450928,2.3616690635681152,3.9171507358551025,3652,233728,0.0,0.0,0.0,0.0,0.010567839539978094,0.676341730558598,5846.22802734375,33.054161071777344,0.969995468032353,0.39523983001708984,1.050622891957694,1.5626015663146973,12.7535400390625
06280300,3652,0.8313733339309692,0.7595832073690104,0.9216638980823454,0.8499327898025513,0.8292852640151978,0.6912096738815308,3652,233728,0.04093647316538883,0.41566265060240964,3042.260986328125,10.351887702941895,0.04093647316538883,0.41566265060240964,3042.260986328125,10.351887702941895,3652,0.8258904218673706,0.6796536329706868,0.9384925995288366,1.0480281114578247,1.3106958866119385,0.7023571729660034,3652,233728,0.0,0.0,0.0,0.0,0.007149335980284776,0.36391018619934284,1913.7728271484375,10.120387077331543,3652,0.8258904218673706,0.6796536329706868,0.9384925995288366,1.0480281114578247,1.3106958866119385,0.7023571729660034,3652,233728,0.0,0.0,0.0,0.0,0.007149335980284776,0.36391018619934284,1913.7728271484375,10.120387077331543,1.0,0.005482912063598633,0.0799295743983236,0.5417510271072388,0.0
09513780,3652,0.4701106548309326,0.47548020531622637,0.6969487412099384,0.5719426274299622,0.9930835366249084,1.3010200262069702,3652,233728,0.024010815991237677,0.9808324205914567,173.77670288085938,6.679811477661133,0.024010815991237677,0.9808324205914567,173.77670288085938,6.679811477661133,3652,0.47548890113830566,0.4988383693834598,0.6953794131503193,0.6056976318359375,1.0538043975830078,1.294400691986084,3652,233728,0.02315084200438116,0.9748083242059146,1.5900694131851196,0.019005559384822845,0.023664259309967142,0.9791894852135816,158.2748565673828,5.077275276184082,3652,0.4755311608314514,0.49916768544908574,0.6953904907750517,0.6058513522148132,1.0518931150436401,1.2943485975265503,3652,233728,0.0,0.0,0.0,0.0,0.0005134173055859803,0.0312157721796276,156.64962768554688,5.072152137756348,0.9908499275977444,-0.005420506000518799,-0.023687480132859373,0.008941425941884518,0.3505251407623291
03455500,3652,0.586976170539856,0.7659227774723723,0.785260538138119,0.9480344653129578,1.077322006225586,2.6836369037628174,3652,233728,0.04428652108433735,0.9575575027382256,10346.4375,45.01577377319336,0.04428652108433735,0.9575575027382256,10346.4375,45.01577377319336,3652,0.14520877599716187,0.2651474737897117,0.7626068540657099,1.2154557704925537,1.6612348556518555,3.860701560974121,3652,233728,0.01767011226725082,0.6870208105147865,136.8877716064453,0.4854503273963928,0.027668914293537787,0.9515334063526835,6647.9482421875,45.00468444824219,3652,0.14258337020874023,0.26425514191320687,0.7627266230269776,1.2186845541000366,1.6612101793289185,3.8666257858276367,3652,233728,0.0,0.0,0.0,0.0,0.010067257667031763,0.49863088718510407,6509.31298828125,45.004581451416016,0.9867695743963615,0.4443928003311157,0.5016676355591654,1.7733304500579834,5.457548141479492
09047700,3652,0.7908846139907837,0.8764824219651491,0.8936287895109395,0.9699262380599976,0.9448880553245544,0.33126100897789,3652,233728,0.01592449342825849,0.4589266155531216,3086.193359375,9.036833763122559,0.01592449342825849,0.4589266155531216,3086.193359375,9.036833763122559,3652,-0.16175711154937744,-0.13065616336207064,0.8961345875305058,1.4563207626342773,2.0292553901672363,0.7807912826538086,3652,233728,0.0,0.0,0.0,0.0,0.006837007119386638,0.3795180722891566,2008.0687255859375,8.756322860717773,3652,-0.16175711154937744,-0.13065616336207064,0.8961345875305058,1.4563207626342773,2.0292553901672363,0.7807912826538086,3652,233728,0.0,0.0,0.0,0.0,0.006837007119386638,0.3795180722891566,2008.0687255859375,8.756322860717773,1.0,0.9526417255401611,1.00713858532722,0.6172758936882019,0.0
12411000,3652,0.7437090277671814,0.7125482339650295,0.8715841002926037,0.783470094203949,0.8612459897994995,1.3361773490905762,3652,233728,0.22307554079956188,0.6506024096385542,52155.6328125,29.964258193969727,0.22307554079956188,0.6506024096385542,52155.6328125,29.964258193969727,3652,0.6492127776145935,0.5914023679130969,0.852504644421071,0.9790136814117432,1.3804690837860107,1.5632171630859375,3652,233728,0.002105010952902519,0.13472070098576122,0.13032189011573792,0.01861743815243244,0.011658851314348302,0.5062979189485214,2692.4228515625,12.917065620422363,3652,0.6492182016372681,0.5914041493957226,0.8525078160296866,0.9790175557136536,1.3804686069488525,1.5632051229476929,3652,233728,0.0,0.0,0.0,0.0,0.009553840361445784,0.37677984665936476,2692.291015625,12.917065620422363,0.9999975012882965,0.09449082612991333,0.12114408456930692,0.9008297324180603,0.01861095428466797
14138870,3652,0.8227578401565552,0.8418120181956509,0.9235480486399518,1.0709112882614136,1.1189543008804321,3.000356435775757,3652,233728,0.12812756708652792,0.9550930996714129,9045.09765625,29.753299713134766,0.12812756708652792,0.9550930996714129,9045.09765625,29.753299713134766,3652,0.7273856401443481,0.6173775037571414,0.9247839956516216,1.1727221012115479,1.3330309391021729,3.7210350036621094,3652,233728,0.05777656078860898,0.8001095290251917,90.89286041259766,0.22002455592155457,0.06615809830230011,0.9430449069003286,4447.09619140625,29.742563247680664,3652,0.7270623445510864,0.6175970188539194,0.9246913516475668,1.1734635829925537,1.3323718309402466,3.723240613937378,3652,233728,0.0,0.0,0.0,0.0,0.00837298055859803,0.45043811610076673,4344.3251953125,29.7421817779541,0.9899511465915691,0.09569549560546875,0.2242149993417315,1.1824181079864502,1.2057085037231445
01434025,3652,0.5673805475234985,0.7140676545284697,0.7594972113057128,0.8527031540870667,0.9528899788856506,3.2855300903320312,3652,233728,0.27916638143483025,1.0,38874.4765625,41.188602447509766,0.27916638143483025,1.0,38874.4765625,41.188602447509766,3652,0.2801320552825928,0.4125658312807554,0.698750085744518,1.0463703870773315,1.5021724700927734,4.2381744384765625,3652,233728,0.11563013417305586,0.9997261774370209,584.6591186523438,4.1169610023498535,0.1277895673603505,1.0,6810.63232421875,24.639150619506836,3652,0.2802507281303406,0.414428452809779,0.6988483755557825,1.0476099252700806,1.4999350309371948,4.2378249168396,3652,233728,0.0,0.0,0.0,0.0,0.012296344468784227,0.5402519167579408,6198.921875,24.63811492919922,0.9849603346372429,0.28712981939315796,0.29963920171869063,1.618598222732544,3.67889404296875
08158810,3652,0.5226796865463257,0.4905850598484005,0.7401825471366575,0.5856001377105713,0.8576229214668274,1.5875816345214844,3652,233728,0.550143756845564,1.0,232930.65625,129.3727264404297,0.550143756845564,1.0,232930.65625,129.3727264404297,3652,0.03557103872299194,-1.565088450493287,0.74652169167576,1.0719211101531982,3.5515201091766357,2.2566604614257812,3652,233728,0.05877344605695509,1.0,265.232421875,6.806377410888672,0.06932417168674698,1.0,6704.7412109375,15.825174331665039,3652,0.06864273548126221,-1.5450277913240398,0.738673047408856,0.9987345933914185,3.5315752029418945,2.2176308631896973,3652,233728,0.0,0.0,0.0,0.0,0.010794598849945235,0.6429353778751369,6421.51318359375,15.381122589111328,0.9988613245411959,0.4540369510650635,2.0356128511724405,1.577944278717041,5.966396331787109
02363000,3652,0.7995138764381409,0.8438781197962857,0.8954485844738452,0.9137130379676819,1.0774441957473755,0.7818168997764587,3652,233728,0.3931792510952902,1.0,215606.0,190.34593200683594,0.3931792510952902,1.0,215606.0,190.34593200683594,3652,-2.4052796363830566,-1.6590005927655103,0.793742722585841,1.7399139404296875,3.545637369155884,3.222102165222168,3652,233728,0.036918982749178535,1.0,5.831497669219971,0.009405563585460186,0.04960039019715225,1.0,9522.984375,30.64008331298828,3652,-2.404817581176758,-1.658760253779716,0.7937453778762451,1.7398923635482788,3.5453927516937256,3.221883535385132,3652,233728,0.0,0.0,0.0,0.0,0.012681407447973712,0.7853231106243155,9516.767578125,30.639318466186523,0.9999729529898554,3.2043314576148987,2.5026383735760014,2.498079776763916,0.010082244873046875
10259000,3652,0.8119211196899414,0.6623591681890983,0.9084769161432721,0.8415804505348206,1.283774733543396,0.28238075971603394,3652,233728,0.011594674151150055,0.6185651697699891,568.3648071289062,13.667217254638672,0.011594674151150055,0.6185651697699891,568.3648071289062,13.667217254638672,3652,0.77032071352005,0.416351228217161,0.9049875219155885,1.0141348838806152,1.5756897926330566,0.31205129623413086,3652,233728,0.008659638554216868,0.5542168674698795,0.052599430084228516,0.009113963693380356,0.009857612267250822,0.6037787513691129,523.5349731445312,13.261808395385742,3652,0.7702658772468567,0.4163960234582712,0.904940226691009,1.013975739479065,1.5756404399871826,0.3120885491371155,3652,233728,0.0,0.0,0.0,0.0,0.001197973713033954,0.07475355969331873,523.4816284179688,13.261794090270996,0.9999074548082069,0.04165524244308472,0.24596314473082714,0.06331757456064224,0.00907135009765625
04024430,3652,0.8073322772979736,0.8570456822854667,0.9126534361894402,1.0663070678710938,1.0917054414749146,0.6364626884460449,3652,233728,0.26521426615553123,0.8617196056955093,76407.875,53.102481842041016,0.26521426615553123,0.8617196056955093,76407.875,53.102481842041016,3652,-0.5461020469665527,-0.722552692551534,0.795004176436805,1.5387824773788452,2.6232306957244873,1.8029658794403076,3652,233728,0.02600886500547645,0.8441949616648412,114.09994506835938,0.3911128640174866,0.033945440854326395,0.8441949616648412,4241.93896484375,14.217926979064941,3652,-0.5382535457611084,-0.7178786583105918,0.7947686179415453,1.5349299907684326,2.6195175647735596,1.7983838319778442,3652,233728,0.0,0.0,0.0,0.0,0.007928018893756845,0.48986856516977,4118.3662109375,14.21133041381836,0.9985066991449721,1.345585823059082,1.5749243405960587,1.0934569835662842,0.6371979713439941
